,uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week,Panel Respondent,week1,week2,full_sample,close_interactions,any_close_interactions,ever_in_group,someone_working,race
201,202,2020-03-30,Yes,Yes,0.782567,Good,85,Male,2.0,None,,,,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,No,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,ORANGE,True,week1,,True,False,1,,,0.0,,White
202,203,2020-03-30,No,,0.7634810000000001,Very Good,68,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
203,204,2020-03-30,Yes,Yes,0.7634810000000001,Very Good,82,Female,1.0,None,9.0,1.0,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,3.0,3.0,4.0,4.0,5.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,BUNCOMBE,False,week1,,True,False,1,,,,,White
204,205,2020-03-30,Yes,Yes,0.803796,Good,70,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,4.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,CUMBERLAND,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Black
205,206,2020-03-30,Yes,No,0.37561500000000003,Poor,57,Female,4.0,One,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,2.0,,Other / Unaffiliated,,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,,False,week1,,True,False,1,,,,,White
206,207,2020-03-30,Yes,Yes,0.803796,Good,72,Female,2.0,None,7.0,5.0,No,,0.0,Yes,,8,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,CUMBERLAND,False,week1,,True,False,1,2.0,1.0,0.0,0.0,Black
207,208,2020-03-30,Yes,Yes,1.3305,Good,64,Male,4.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,8.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,5.0,5.0,2.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,MECKLENBURG,True,week1,,True,False,1,0.0,0.0,0.0,1.0,White
208,209,2020-03-30,No,,0.4269850000000001,Fair,56,Female,2.0,None,3.0,2.0,No,,2.0,Yes,,,,,5.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,1.0,1.0,1.0,0.0,White
209,210,2020-03-30,Yes,Yes,0.803175,Very Good,70,Female,2.0,None,6.0,4.0,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,No,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,CLEVELAND,True,week1,,True,False,1,2.0,1.0,0.0,0.0,White
210,211,2020-03-30,Yes,Yes,1.20125,Good,63,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,CLEVELAND,False,week1,,True,False,1,,,,,White
211,212,2020-03-30,Yes,Yes,0.845627,Very Good,74,Male,1.0,None,3.0,3.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,No,White,IVR,Caucasian,545.0,2.0,5.0,Other / Unaffiliated,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,CARTERET,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
212,213,2020-03-30,Yes,No,0.845627,Fair,96,Male,1.0,One,9.0,1.0,Unsure,,9.0,No,No,No,No,No,9.0,No,Yes,Yes,Most are overreacting to the actual risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,545.0,4.0,,Other / Unaffiliated,,,3.0,,3.0,,,,,,,,,,1.0,3.0,4.0,,True,week1,,True,False,1,,,1.0,,White
213,214,2020-03-30,No,,0.373585,Good,72,Male,2.0,None,9.0,9.0,Yes,,2.0,Yes,Yes,Yes,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,,,1.0,1.0,White
214,215,2020-03-30,Yes,Yes,0.889592,Good,78,Male,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,CATAWBA,False,week1,,True,False,1,,,,,White
215,216,2020-03-30,Yes,Yes,0.285709,Fair,83,Female,2.0,None,9.0,0.0,Yes,,1.0,Yes,,,,,4.0,Yes,No,No,Most are underestimating the risks,Unsure,No,No,Black,No,Black,IVR,Black,560.0,5.0,2.0,Democrat,3.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,WAKE,True,week1,,True,False,1,,,1.0,1.0,Black
216,217,2020-03-30,Yes,Yes,0.31645,Very Good,65,Male,9.0,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,EDGECOMBE,False,week1,,True,False,1,,,,,Black
217,218,2020-03-30,Yes,Yes,0.285488,Fair,90,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,WATAUGA,False,week1,,True,False,1,,,,,White
218,219,2020-03-30,Yes,Yes,1.20218,Good,60,Female,4.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,WAKE,True,week1,,True,False,1,0.0,0.0,0.0,1.0,Black
219,220,2020-03-30,Yes,Yes,0.803175,Very Good,92,Female,1.0,None,6.0,4.0,No,,0.0,No,No,No,No,No,6.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,AVERY,True,week1,,True,False,1,2.0,1.0,0.0,0.0,White
220,221,2020-03-30,Yes,Yes,0.706546,Good,87,Female,2.0,None,1.0,1.0,No,,1.0,No,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,WAKE,False,week1,,True,False,1,0.0,0.0,1.0,0.0,White
221,222,2020-03-30,Yes,Yes,0.803796,Good,69,Female,,None,2.0,2.0,No,,0.0,No,No,No,No,No,4.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,Black,No,Black,IVR,Black,560.0,5.0,5.0,Democrat,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,WAKE,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Black
222,223,2020-03-30,Yes,Yes,0.271379,Good,78,Female,1.0,None,9.0,9.0,No,,9.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,545.0,4.0,5.0,Other / Unaffiliated,5.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,MARTIN,True,week1,,True,False,1,,,1.0,0.0,White
223,224,2020-03-30,Yes,Yes,0.271379,Good,69,Female,2.0,None,0.0,,Unsure,,9.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are overreacting to the actual risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,545.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,MARTIN,True,week1,,True,False,1,0.0,0.0,1.0,,White
224,225,2020-03-30,Yes,Yes,0.485756,Good,64,Female,3.0,One,1.0,4.0,Yes,No,1.0,No,No,Yes,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,Black,517.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,ROWAN,True,week1,,True,False,1,0.0,0.0,1.0,1.0,Black
225,226,2020-03-30,Yes,Yes,1.26475,Very Good,50,Male,4.0,None,1.0,1.0,No,,0.0,Yes,No,Yes,No,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,0,White,IVR,Caucasian,545.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,BEAUFORT,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
226,227,2020-03-30,Yes,Yes,0.300578,Good,81,Male,3.0,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,567.0,1.0,5.0,Republican,1.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,RUTHERFORD,False,week1,,True,False,1,,,,,White
227,228,2020-03-30,Yes,Yes,0.803796,Very Good,81,Female,1.0,None,3.0,0.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,Yes,,Yes,Other,IVR,Caucasian,560.0,5.0,5.0,Democrat,5.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,WAKE,True,week1,,True,False,1,3.0,1.0,0.0,0.0,Other
228,229,2020-03-30,Yes,Yes,1.20125,Very Good,51,Female,4.0,One,9.0,0.0,Yes,No,0.0,Yes,No,Yes,Yes,No,9.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,4.0,5.0,Other / Unaffiliated,3.0,5.0,1.0,2.0,5.0,3.0,5.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,ROWAN,True,week1,,True,False,1,,,0.0,1.0,White
229,230,2020-03-30,Yes,No,0.285488,Poor,73,Female,2.0,None,4.0,4.0,No,,9.0,Yes,Yes,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,3.0,,Other / Unaffiliated,,2.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,,False,week1,,True,False,1,0.0,0.0,1.0,0.0,White
230,231,2020-03-30,Yes,Yes,0.285709,Good,84,Female,4.0,One,,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,HALIFAX,False,week1,,True,False,1,,,,,Black
231,232,2020-03-30,Yes,Yes,0.37561500000000003,Very Good,61,Female,2.0,None,4.0,4.0,No,,0.0,No,No,No,No,No,4.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,WARREN,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
232,233,2020-03-30,Yes,Yes,0.782567,Good,84,Male,1.0,None,1.0,0.0,No,,0.0,No,No,No,No,No,3.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,3.0,5.0,Other / Unaffiliated,3.0,2.0,3.0,1.0,3.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,GRANVILLE,True,week1,,True,False,1,1.0,1.0,0.0,0.0,White
233,234,2020-03-30,Yes,Yes,0.285709,Good,65,Female,2.0,None,1.0,0.0,No,,0.0,No,Yes,No,No,No,7.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,DURHAM,True,week1,,True,False,1,1.0,1.0,0.0,0.0,Black
234,235,2020-03-30,Yes,Yes,0.373585,Good,67,Male,2.0,None,9.0,9.0,Yes,,2.0,Yes,No,No,Yes,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,518.0,1.0,5.0,Other / Unaffiliated,2.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,STOKES,True,week1,,True,False,1,,,1.0,1.0,White
235,236,2020-03-30,Yes,Yes,0.31645,Good,89,Male,1.0,,,,,0,0.0,No,No,,,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,4.0,Democrat,3.0,3.0,4.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,4.0,DURHAM,True,week1,,True,False,1,,,0.0,,Black
236,237,2020-03-30,Yes,Yes,0.34195,Fair,79,Male,9.0,None,1.0,1.0,,,0.0,No,No,,,,,,,,,,,,,0,Black,IVR,Black,545.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,BEAUFORT,False,week1,,True,False,1,0.0,0.0,0.0,,Black
237,238,2020-03-30,Yes,Yes,0.35972800000000005,Fair,85,Male,,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,517.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,MECKLENBURG,False,week1,,True,False,1,,,,,Black
238,239,2020-03-30,Yes,Yes,0.31645,Good,68,Male,2.0,None,1.0,1.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,Yes,,Yes,Other,IVR,Hispanic,560.0,5.0,4.0,Democrat,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,5.0,4.0,1.0,2.0,4.0,NORTHAMPTON,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Other
239,240,2020-03-30,No,,0.285709,Good,73,Female,5.0,One,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,No,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,0.0,1.0,Black
240,241,2020-03-30,Yes,Yes,0.300578,Good,80,Male,2.0,None,4.0,2.0,No,,1.0,No,Yes,,,,7.0,Yes,,,,,,,,0,White,IVR,Caucasian,567.0,1.0,5.0,Republican,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,HENDERSON,False,week1,,True,False,1,2.0,1.0,1.0,0.0,White
241,242,2020-03-30,No,,0.38372,Good,72,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Black
242,243,2020-03-30,Yes,Yes,0.38372,Fair,79,Female,2.0,None,3.0,0.0,No,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are underestimating the risks,No real changes,No,No,Black,No,Black,IVR,Black,518.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,GUILFORD,True,week1,,True,False,1,3.0,1.0,0.0,0.0,Black
243,244,2020-03-30,Yes,Yes,0.845627,Very Good,66,Male,1.0,None,0.0,,No,,0.0,Yes,,,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,0,White,IVR,Caucasian,550.0,1.0,5.0,Republican,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,BRUNSWICK,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
244,245,2020-03-30,Yes,Yes,0.449553,Fair,63,Male,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,570.0,5.0,5.0,Other / Unaffiliated,3.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,ROBESON,False,week1,,True,False,1,,,,,White
245,246,2020-03-30,Yes,Yes,0.4250060000000001,Good,82,Male,1.0,None,3.0,3.0,No,,3.0,Yes,,,,,,,,,,,,,,0,Black,IVR,Black,518.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,GUILFORD,False,week1,,True,False,1,0.0,0.0,1.0,0.0,Black
246,247,2020-03-30,Yes,Yes,0.34195,Very Good,69,Male,,,,,,0,2.0,No,Yes,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,Black,No,Black,IVR,Black,570.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,ROBESON,True,week1,,True,False,1,,,1.0,,Black
247,248,2020-03-30,Yes,Yes,0.5380199999999999,Good,63,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,Black,517.0,5.0,5.0,Democrat,4.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,MECKLENBURG,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Black
248,249,2020-03-30,Yes,Yes,0.278163,Poor,85,Male,2.0,None,0.0,,No,,0.0,No,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,2.0,3.0,Other / Unaffiliated,3.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,WAKE,False,week1,,True,False,1,0.0,0.0,0.0,0.0,White
249,250,2020-03-30,Yes,Yes,0.251141,Poor,91,Female,1.0,None,4.0,2.0,No,,0.0,No,No,No,Yes,Yes,9.0,Yes,Yes,No,Most are reacting appropriately,Small changes,No,No,White,0,White,IVR,Caucasian,560.0,3.0,3.0,Other / Unaffiliated,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,FRANKLIN,True,week1,,True,False,1,2.0,1.0,0.0,0.0,White
250,251,2020-03-30,Yes,Yes,0.308732,Fair,85,Female,3.0,None,1.0,0.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,,No,Black,IVR,Black,570.0,5.0,5.0,Democrat,5.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,ROBESON,True,week1,,True,False,1,1.0,1.0,0.0,0.0,Black
251,252,2020-03-30,Yes,Yes,0.473292,Good,53,Male,,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,CUMBERLAND,False,week1,,True,False,1,,,,,Black
252,253,2020-03-30,Yes,Yes,1.14188,Poor,55,Female,4.0,None,1.0,1.0,Yes,,0.0,Yes,,,,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,No,White,IVR,Caucasian,545.0,4.0,5.0,Democrat,3.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,CARTERET,True,week1,,True,False,1,0.0,0.0,0.0,1.0,White
253,254,2020-03-30,Yes,Yes,0.324783,Good,73,Female,1.0,None,2.0,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,517.0,4.0,3.0,Republican,,,4.0,,2.0,,,,,,,,,,1.0,3.0,5.0,IREDELL,False,week1,,True,False,1,,,,,Black
254,255,2020-03-30,Yes,Yes,0.38372,Good,66,Female,1.0,None,0.0,,Yes,,0.0,No,No,,,,,,,,,,,,,0,Black,IVR,Black,518.0,5.0,3.0,Democrat,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,ALAMANCE,False,week1,,True,False,1,0.0,0.0,0.0,1.0,Black
255,256,2020-03-30,Yes,Yes,0.485756,Good,63,Female,4.0,None,,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,517.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,CATAWBA,False,week1,,True,False,1,,,,,Black
256,257,2020-03-30,Yes,Yes,0.251141,Good,65,Female,4.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,WAYNE,False,week1,,True,False,1,,,,,White
257,258,2020-03-30,Yes,Yes,0.5380199999999999,Very Good,47,Male,4.0,Two,3.0,0.0,No,,,,,,,,,,,,,,,,,0,Black,IVR,Black,517.0,5.0,3.0,Other / Unaffiliated,3.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,MECKLENBURG,False,week1,,True,False,1,3.0,1.0,,0.0,Black
258,259,2020-03-30,No,,0.271379,Good,83,Female,2.0,None,1.0,0.0,No,,0.0,No,No,No,No,,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,1.0,1.0,0.0,0.0,White
259,260,2020-03-30,Yes,Yes,1.1704299999999999,Very Good,58,Male,4.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,4.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,WAKE,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
260,261,2020-03-30,Yes,Yes,1.05102,Very Good,68,Male,4.0,One,2.0,1.0,No,No,0.0,Yes,Yes,No,No,No,5.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,5.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,3.0,GUILFORD,True,week1,,True,False,1,1.0,1.0,0.0,0.0,White
261,262,2020-03-30,Yes,Yes,0.271379,Fair,78,Female,1.0,None,1.0,1.0,Yes,,1.0,Yes,Yes,Yes,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,567.0,4.0,3.0,Other / Unaffiliated,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,RUTHERFORD,True,week1,,True,False,1,0.0,0.0,1.0,1.0,White
262,263,2020-03-30,Yes,Yes,0.803175,Good,76,Female,2.0,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,3.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,MECKLENBURG,False,week1,,True,False,1,,,,,White
263,264,2020-03-30,Yes,Yes,0.504467,Fair,55,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,No real changes,No,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,WILKES,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
