uniqueID	Date	real_match	registered_voter	weight	q1	age	sex	q4	q5	q6	q7	q8	q9	q10	q11a	q11b	q11c	q11d	q11e	q12	q13	q14	q15	q16	q17	q18	latino	race	q21	race_combine	q4_rollup	q5_rollup	q6_rollup	q7_rollup	q10_rollup	q12_rollup	surveyMode	panel_respondent	filerace	dma	clarityparty	clarityturnout	partyfile	tax_score	choice_score	church_score	enviro_score	college_score	guncontrol_score	gunowner_score	progressive_gunowner_score	tv_cable	tv_satellite	tv_broadcast	cellphone_score	commercial_party	marijuana_score	low_tv	trump_approve_score	retired_score	county_name
5124	2020-04-18	1	1	1.84651	3	58	2	4	1	9	5	1	2	0	1	1	1	2	1	9	1	2	2	1	1	2	2	1	1	1	3	1	4	3	1	4	IVR	2	1	517	5	5	1	3	3	3	2	3	3	5	2	1	4	1	1	5	4	1	1	1	ANSON
5125	2020-04-18	1	1	0.669297	4	59	1	2	0	2	2	2		0	1					9	1	2	9	2	1	1	2	1	1	1	2	9	2	2	1	4	IVR	2	1	560	1	5	2	2	2	3	1	5	3	3	2	4	1	1	1	1	2	2	4	1	WAKE
5126	2020-04-18	1	1	2.18947	4	37	1	4					0																0	1	3						IVR	2	1	518	1	5	2	1	1	5	1	1	1	5	1	1	4	1	1	1	2	1	5	1	YADKIN
5127	2020-04-18	1	1	0.703798	3	79	2	1	9	1	1	1		0	1	2	2	2	2	9	1	2	9	2	2	2	2	1	1	1	2	9	2	2	1	4	IVR	2	1	517	4	3	1	3	2	2	2	2	2	5	1	3	2	1	1	3	2	1	2	5	LINCOLN
5128	2020-04-18	2		1.27017	2	63	1	2	9	1	1	2		0	2	2	2	2	2	9	1	2	9	2	2	2	2	1	1	1	2	9	2	2	1	4	IVR	2																							
5129	2020-04-18	1	1	0.327885	2	81	2	2	9	0		2		0	1	2	2	2	2	4	1	2	9	2	1	1	2	1	1	1	2	9	1		1	3	IVR	2	1	517	1	5	3	2	1	4	1	3	1	4	1	3	3	1	1	1	2	1	5	5	WATAUGA
5130	2020-04-18	1	1	0.703798	2	65	2	1	9	1	1	2		1	2	2	2	2	2	9	1	2	2	2	3	2	2	1	1	1	2	9	2	2	2	4	IVR	2	1	517	1	5	2	2	1	4	1	3	1	5	1	1	4	1	1	1	2	1	5	3	AVERY
5131	2020-04-18	1	1	1.16213	3	45	1	1	9	1	1	1		1															0	1	2	9	2	2	2		IVR	2	1	550	5	5	1	3	3	2	2	3	2	1	1	2	3	2	1	5	4	2	1	1	BRUNSWICK
5132	2020-04-18	1	1	1.50528	3	59	1	2	9	2	2	2		0	1	2	2	2	2	9	1	2	2	2	2	2	2	1	1	1	2	9	2	2	1	4	IVR	2	1	517	1	5	3	2	1	4	1	2	1	3	1	2	3	1	1	1	3	1	5	1	AVERY
5133	2020-04-18	2		0.671699	3	72	2	2	0	5	5	2		1	1	2	2	2	2	9	1	2	2	2	2	2	2	1	2	1	2	9	3	3	2	4	IVR	2																							
5134	2020-04-18	1	1	2.45733	3	38	2	5	2	5	9	1	2																0	1	3	2	3	4			IVR	2	1	544	3	5	3	3	2	2	2	1	2	5	2	2	4	1	1	2	3	1	3	1	CHOWAN
5135	2020-04-18	1	1	1.16213	4	53	1	5	9	3	6	1		0	1					9	1	2	9	2	1	2	2	1	1	1	3	9	2	3	1	4	IVR	2	1	570	1	4	2		2	3	2	2	2	3		2					2	1	5	1	ROBESON
634	2020-04-18	1	1	0.54757	4	65	1	2	9	0		2		2	1					9	1	2	9	2	1	2	2	1	1	1	2	9	1		2	4	IVR	1	1	560	1	5	2	3	2	4	1	1	2	4	2	3	2	1	1	2	2	1	4	3	WAYNE
197	2020-04-18	1	1	0.442944	3	78	1	1	9	1	0	2		0	1	1													0	1	2	9	2	1	1		IVR	1	1	567	5	4	3	4	3	4	3	3	3	3	2	4	2	1	1	4	3	1	2	5	HAYWOOD
5136	2020-04-18	1	1	0.68466	3	70	2	2	9	9	4	2		2	1	2	2	2	2	5	1	2	9	1	1	2	2	2	1	2	2	9	4	3	2	3	IVR	2	2	517	5	5	1	3	2	4	2	1	3	4	2	3	3	1	1	3	2	1	1	4	LINCOLN
5137	2020-04-18	1	1	1.7963	2	50	2	1	9	2	2	2		0	1	2	2	2	2	9	1	2	2	2	1	2	2	2	2	2	2	9	2	2	1	4	IVR	2	2	517	5	5	1	3	2	3	2	1	4	3	2	3	2	1	1	5	4	1	2	1	CLEVELAND
3893	2020-04-18	1	1	0.532681	3	80	1	3	9	3	3	2		2	1					9	1	2	2	2	2	2	2	2	0	2	2	9	2	2	2	4	IVR	1	2	560	5	5	1	5	2	4	2	4	4	2	2	3	2	1	1	5	2	1	1	4	LEE
5138	2020-04-18	1	1	0.532681	2	70	1	2	9	3	3	2		5	1	2	6	1	1	9	1	2	2	1	1	2	2	2	1	2	2	9	2	2	3	4	IVR	2	2	560	2	4	1	3	2	3	1	2	2	2	1	3	2	1	1	5	2	1	3	3	WILSON
5139	2020-04-18	1	1	1.7963	3	61	2						0																0	2							IVR	2	2	517	5	5	1	3	4	3	3	3	3	2	1	4	2	1	1	5	4	1	1	2	RICHMOND
5140	2020-04-18	1	1	0.593873	3	81	2	2	9	2	2	2		0	1	2	2	2	9	9	1	2	2	2	1	2	2	1	1	1	2	9	2	2	1	4	IVR	2	1	518	1	5	2	1	1	4	1	2	1	5	1	2	3	1	1	1	1	1	5	4	DAVIE
5141	2020-04-18	1	1	0.206359	2	78	1	1	9	1	1	2		1	1	2													0	1	2	9	2	2	2		IVR	2	1	545	1	5	2	2	2	4	1	4	1	4	1	4	2	1	1	1	1	1	5	5	CARTERET
5142	2020-04-18	1	1	0.532681	2	73	1	9	3	0		2	2	0	2	2	2	2	2	9	1	1	2	1	1	2	2	2	1	2	4	3	1		1	4	IVR	2	2	560	5	5	3	3	3	4	2	2	4	2	2	3	3	1	1	5	3	1	1	4	VANCE
5143	2020-04-18	1	1	1.50528	3	63	1	2	9	5	2	1		0	1	2	2	2	2	9	1	2	1	2	1	2	2	1	1	1	2	9	3	2	1	4	IVR	2	1	517	1	5	3	2	2	4	1	2	1	5	1	1	3	1	1	3	2	1	5	2	ANSON
5144	2020-04-18	1	1	0.260024	3	73	1	3	1	1	1	2	2	1	2	2	2												0	2	2	1	2	2	2		IVR	2	2	517	5	5	1	5	5	4	3	4	5	2	2	4	1	1	1	5	4	1	1	4	MECKLENBURG
2942	2020-04-18	1	1	0.248165	3	66	1	2	9	2	2	1		0	2					9	1	2	9	2	1	1	2	2	1	2	2	9	2	2	1	4	IVR	1	2	560	5	5	1	3	3	4	3	4	4	4	3	2	4	1	1	5	4	1	1	3	VANCE
5145	2020-04-18	2		0.671699	3	75	2	2	9	3	3	1		2	1	2	2	1	1	5	1	2	9	2	2	2	2	1	1	1	2	9	2	2	2	3	IVR	2																							
305	2020-04-18	1	1	0.526689	4	57	1	4	9	1	0	1		0	1	1	2	1	2	8	1	2	2	1	1	1	2	2	1	2	3	9	2	1	1	4	IVR	1	2	545	5	5	1	3	2	5	3	5	5	2	1	4	2	1	1	5	3	1	1	1	CRAVEN
5146	2020-04-18	1	1	0.442944	4	67	1	3	1	9	6	2	2	0	2	2	2	2	1	9	1	2	2	2	1	2	2	1	1	1	2	1	4	3	1	4	IVR	2	1	567	5	5	1	5	4	3	3	2	5	4	4	3	3	1	1	5	5	1	1	4	POLK
409	2020-04-18	1	1	1.16213	3	55	1	3	9	9	9	1		0	1	2	2	2	2	9	1	2	9	2	1	2	2	1	1	1	2	9	4	4	1	4	IVR	1	1	544	5	5	1	3	2	4	2	2	3	5	2	1	4	1	1	4	3	1	2	1	HERTFORD
5147	2020-04-18	2		0.669297	4	47	1	3	2	1	0	2	2	0	1	2	2	2	2	5	1	2	9	2	1	1	2	1	1	1	2	2	2	1	1	3	IVR	2																							
5148	2020-04-18	1	1	3.03777	4	36	2	4	9	2	0	1		0	2	1	1	2	1	9	1	2	9	2	2	2	2	1	1	1	3	9	2	1	1	4	IVR	2	1	560	5	5	1	3	5	1	4	4	5	1	1	3	1	2	2	5	5	2	1	1	WAKE
1618	2020-04-18	1	1	0.54757	3	71	1	2	9	3	3	2		0	2	2	2	2	2	9	1	2	2	2	1	2	2	1	1	1	2	9	2	2	1	4	IVR	1	1	560	5	5	1	3	2	4	2	1	1	5	1	1	4	1	1	5	2	1	1	4	CUMBERLAND
3521	2020-04-18	1	1	0.82102	4	49	2	4	1	1	1	2	2	0	1	2	2	2	1	9	1	2	1	2	1	1	2	1	1	1	3	1	2	2	1	4	IVR	1	1	560	5	5	1	4	5	3	4	5	5	2	2	3	2	1	1	5	5	3	1	1	WAKE
5149	2020-04-18	1	1	0.593873	3	84	2	3	9	1	0	2		0	1	2	2	2	1	9	1	2	9	1	1	2	2	1	1	1	2	9	2	1	1	4	IVR	2	1	518	1	5	2	1	1	4	1	2	1	5	1	2	3	1	1	1	1	1	5	4	DAVIE
3689	2020-04-18	1	1	0.543355	4	75	2	1	9	2	2	2		2	1	2	2	2	2	9	1	2	2	2	2	2	2	1	1	1	2	9	2	2	2	4	IVR	1	1	545	5	5	1	3	2	4	2	2	1	5	1	3	3	1	1	2	3	1	2	4	ONSLOW
5150	2020-04-18	1	1	0.54757	3	80	1	2					0																0	1	2						IVR	2	1	560	5	5	1	3	3	3	2	1	4	2	2	4	1	1	1	5	3	1	1	5	WAKE
5151	2020-04-18	1	1	0.532681	3	66	1	6	3	0		2	2	0	2	2	2	2	2	9	1	2	2	2	2	2	2	2	1	2	3	3	1		1	4	IVR	2	2	560	5	5	1	3	2	4	2	2	4	4	3	2	4	1	1	5	3	1	1	4	HALIFAX
5152	2020-04-18	1	1	0.253138	3	72	2	2	9	2	2	2								9	1	2	2	2	2	1	2	1	1	1	2	9	2	2		4	IVR	2	1	567	1	5	3	2	2	4	1	4	1	3	1	3	2	1	1	1	3	1	5	4	BUNCOMBE
5153	2020-04-18	1	2	1.16213	3	59	1	1	9	3	2	2		0	2	2	2	2	2	5	1	2	2	3	2	2	2	1	1	1	2	9	2	2	1	3	IVR	2	1	545	4		3		2	3	2	3	3	2	1	4	2	1	1	3	3	1	3	1	
2947	2020-04-18	1	1	1.39756	4	53	1	2	9	0		2		0	2	2	2	2	2	9	1	2	2	1	1	2	2	2	1	2	2	9	1		1	4	IVR	1	2	560	5	5	1	5	3	4	3	2	4	2	1	4	2	1	1	5	4	1	1	1	DURHAM
5154	2020-04-18	1	1	0.442944	3	69	1	1	9	3	0	2		0	1	2	2	2	1	9	1	2	2	2	2	2	2	1	2	1	2	9	2	1	1	4	IVR	2	1	545	1	5	3	3	2	5	1	5	2	3	1	4	2	1	1	2	3	1	5	4	ONSLOW
5155	2020-04-18	1	1	0.52858	4	73	2	2	9	9	9	1		0	2	2	2	2	2	9	1	2	2	2	2	2	2	9	1	9	2	9	4	4	1	4	IVR	2	1	567	1	5	2	2	1	4	1	1	1	4	1	2	3	1	1	2	2	1	5	5	JACKSON
5156	2020-04-18	1	1	0.706154	3	64	2	2	9	1	1	1		0	1	2	2	2	2	3	1	2	2	3	2	1	2	9	0	9	2	9	2	2	1	2	IVR	2	1	518	5	5	1	3	3	3	3	4	4	4	3	4	2	1	1	2	5	1	1	2	GUILFORD
3733	2020-04-18	1	1	0.52858	4	75	2	4	1	0		1	1	1	1	2	2	2	2	9	2	2	2	2	1	2	2	2	1	2	3	1	1		2	4	IVR	1	2	545	5	5	1	3	4	4	3	2	4	2	2	5	2	1	1	5	2	1	1	4	ONSLOW
5157	2020-04-18	1	1	1.46435	3	54	1	2	9	1	1	1		3	1	2	2	2	2	9	1	2	9	2	1	2	2	2	1	2	2	9	2	2	2	4	IVR	2	2	517	5	5	1	3	2	4	2	2	3	4	2	2	3	1	1	5	3	1	1	1	RICHMOND
5158	2020-04-18	1	2	0.703798	2	69	2	2	9	9	9	1		9	1														0	1	2	9	4	4	4		IVR	2	1	517	2		3			3		3										1	3	3	
5159	2020-04-18	2		2.30671	1	29	1	3	9	9	9	9		9	4	4	4	4	5	4	4	1	1	1	2	1	1		1	4	2	9	4	4	4	3	IVR	2																							
4264	2020-04-18	1	1	0.267293	3	78	1	2	1	0		2	2	0	2	2	2	2	2	9	1	2	2	1	1	1	2	1	1	1	2	1	1		1	4	IVR	1	1	517	5	5	1	5	2	4	3	2	5	3	3	3	2	1	1	3	3	1	1	5	STANLY
5160	2020-04-18	1	1	1.13052	2	60	1	5	2	5	0	1	2	0	1	2	2	2	2	9	1	2	2	2	1	2	2	2	2	2	3	2	3	1	1	4	IVR	2	2	545	5	5	3	3	3	4	2	2	4	3	3	2	4	1	1	5	4	1	1	2	MARTIN
5161	2020-04-18	2		0.651097	2	62	1	2	9	2	2	1		0	1	2	1	1	1	9	1	2	9	2	1	1	2	2	1	2	2	9	2	2	1	4	IVR	2																							
5162	2020-04-18	1	1	1.27017	1	56	1	3	9	0		1																	0	1	2	9	1				IVR	2	1	518	1	4	2	3	2	2	1	3	1	2	1	4	1	1	2	2	3	1	5	1	RANDOLPH
5163	2020-04-18	1	1	0.442944	1	90	1	3	9	0		2		0	1					2	1	2	9	2	1	2	2	1	0	1	2	9	1		1	2	IVR	2	1	567	1	5	2	3	2	3	1	2	1	2	1	3	2	1	1	1	1	1	4	4	BUNCOMBE
5164	2020-04-18	1	1	1.23563	3	62	1	2	9	1	1	1		0	1					7	1	2	9	2	9	2	2	2	1	2	2	9	2	2	1	4	IVR	2	2	518	5	5	1	3	3	3	2	2	3	3	2	3	2	1	2	5	4	1	2	2	ALAMANCE
5165	2020-04-18	1	1	0.255102	4	88	1	1	9	3	0	2		1	2	2	2	2	2	6	1	2	2	2	2	1	2	1	1	1	2	9	2	1	2	3	IVR	2	1	560	4	5	1	4	3	4	2	2	2	4	2	1	4	1	1	3	1	1	2	5	EDGECOMBE
5166	2020-04-18	1	2	0.442944	2	68	1	1	9	1	9	2		0	2	2	2	2	2	9	1	2							0	1	2	9	2	4	1	4	IVR	2	1	544	3		3		3	3	2	1	3	4	2	1	4	1	1	4	4	1	3	4	
3576	2020-04-18	1	1	0.558136	2	70	1	5	3	4	4	2	2	4	1	2	2	2	2	9	1	2	9	1	1	2	2	2	1	2	3	3	3	3	3	4	IVR	1	2	517	5	5	1	3	2	3	2	1	4	3	2	3	3	1	1	5	2	1	1	4	ROWAN
5167	2020-04-18	1	1	2.95517	3	38	2	1	9	0		1		1	2	2	2	2	2	7	1	2	9	1	2	2	2	9	1	9	2	9	1		2	4	IVR	2	4	560	5	5	3	3	3	2	2	3	3	5	3	4	2	2	1	5	4	1	2	1	CUMBERLAND
2254	2020-04-18	1	1	0.255102	2	71	1	2	9	0		2		0	1	2	2	2	2	9	1	2	2	2	1	1	2	1	1	1	2	9	1		1	4	IVR	1	1	560	2	5	2	3	2	5	3	5	5	3	3	4	2	1	1	5	4	1	2	4	WAKE
400	2020-04-18	1	1	0.703798	3	81	2	1	9	5	1	2		2	2	1	2	2	3	9	1	2	2	1	1	2	2	1	1	1	2	9	3	2	2	4	IVR	1	1	517	5	5	1	3	4	3	2	3	4	4	3	4	2	1	1	5	3	1	1	5	IREDELL
5168	2020-04-18	1	1	1.7623	3	55	2	5					0																0	1	3						IVR	2	1	560	1	5	2	1	2	3	1	2	1	5	1	3	3	1	1	1	4	1	5	1	NASH
4023	2020-04-18	1	1	0.54757	3	80	1	2	9	1	1	2		1	1	9	9	9	1	9	1	2	2	2	1	2	2	1	1	1	2	9	2	2	2	4	IVR	1	1	560	1	5	2	2	3	4	1	4	3	3	2	4	2	1	1	1	2	1	5	4	WAKE
5169	2020-04-18	1	1	0.82102	4	55	2	3	9																				0	1	2	9					IVR	2	1	560	1	5	2	3	2	4	1	5	1	3	1	4	1	1	1	1	2	1	5	1	WAKE
5170	2020-04-18	1	1	0.543355	4	75	2	2	0	1	1	2		0	1														0	1	2	9	2	2	1		IVR	2	1	550	1	5	2	2	2	4	1	2	1	5	1	2	3	1	1	1	1	1	5	4	NEW HANOVER
5171	2020-04-18	1	1	0.484126	3	78	1	2	9	6	0	2																	0	1	2	9	3	1			IVR	2	1	518	1	5	2	3	1	4	1	1	1	3	1	4	2	1	1	1	1	1	5	5	ALAMANCE
5172	2020-04-18	1	1	1.46435	4	64	1	1	9	1	1	2		1	2	2	2	2	2	9	1	2	9	1	1	2	2	2	2	2	2	9	2	2	2	4	IVR	2	2	517	5	5	1	3	4	4	3	3	5	3	3	3	2	1	1	5	4	1	1	2	UNION
1010	2020-04-18	1	1	0.646084	3	58	2	1	9	8	4	1		1	1	1	2	2	2	9	1	2	2	1	1	1	2	9	1	9	2	9	4	3	2	4	IVR	1	4	570	5	5	1	4	2	4	2	2	3	5	3	2	4	1	1	5	3	1	1	1	ROBESON
1011	2020-04-18	2		0.267293	4	66	1	3	9	1	1	2		0	1	2	2	2	2	5	1	2	9	2	1	1	2	1	1	1	2	9	2	2	1	3	IVR	1																							
5173	2020-04-18	1	1	0.68466	3	75	2	9	9	2	2	2		2	1	1				9	1	2	9	2	2	2	2	2	2	2	4	9	2	2	2	4	IVR	2	2	517	5	5	1	5	3	4	3	2	4	2	2	3	2	1	1	5	4	1	1	5	MECKLENBURG
2677	2020-04-18	1	1	0.219412	3	78	1	1	9	4	2	2																	0	2	2	9	3	2			IVR	1	2	518	5	4	1	3	2	4	2	4	5	3	2	4	1	1	1	5	2	1	1	5	FORSYTH
5174	2020-04-18	1	1	1.13052	3	62	1	3	0	1	1	2		0	1					9	1	2	9	1	2	2	2	2	1	2	2	9	2	2	1	4	IVR	2	2	567	5	4	1	3	2	3	2	1	3	4	2	3	2	1	2	5	4	1	1	3	RUTHERFORD
5175	2020-04-18	1	1	0.267293	3	75	1						0																0	1							IVR	2	1	517	1	5	2	3	2	4	1	3	1	4	1	4	1	1	1	1	2	1	5	4	MECKLENBURG
5176	2020-04-18	1	1	1.16213	2	58	1	2	9	3																			0	1	2	9	2				IVR	2	1	567	2	5	2	5	2	4	2	2	2	5	2	2	3	1	1	4	3	1	3	1	MCDOWELL
5177	2020-04-18	1	1	1.13052	2	64	1						0																0	9							IVR	2	4	570	1	5	3	3	2	4	1	2	2	2	1	3	2	1	1	2	3	1	5	2	ROBESON
5178	2020-04-18	2		0.255102	3	77	1	3	9	2	2	1		0	2	2	2	2	2	6	1	2	2	2	2	1	2	1	2	1	2	9	2	2	1	3	IVR	2																							
5179	2020-04-18	1	1	0.430899	2	80	1	4	2	0		1																	0	2	3	2	1				IVR	2	2	550	5	5	1	3	2	5	3	1	4	5	3	2	4	1	1	5	2	1	1	5	BRUNSWICK
5180	2020-04-18	1	1	0.671699	4	78	2	2	9	2	2	1		1	2	2	2	2	2	9	1	2	2	1	1	2	2	1	2	1	2	9	2	2	2	4	IVR	2	1	560	5	5	1	3	1	4	2	2	2	5	2	2	2	1	1	5	2	1	1	5	JOHNSTON
5181	2020-04-18	1	1	0.532681	3	67	1	3	9																				0	2	2	9					IVR	2	2	560	5	5	1	4	2	4	2	2	3	3	2	1	3	1	1	5	3	1	2	3	EDGECOMBE
3856	2020-04-18	1	1	0.725892	1	64	2	2	9	2	1	1		0	1					9	1	2	2	2	1	1	2	1	1	1	2	9	2	2	1	4	IVR	1	1	518	1	5	2	1	1	4	1	3	1	5	1	1	3	1	1	1	2	2	5	3	ROCKINGHAM
5182	2020-04-18	1	1	0.669297	3	53	1	5	1	0		1	1	0	1					5	1	2	9	2	1	1	2	1	1	1	3	1	1		1	3	IVR	2	1	560	1	5	2	3	3	2	1	5	1	3	1	3	2	1	1	1	2	2	5	1	WAKE
5183	2020-04-18	1	1	0.484126	3	76	1	2	9	0		2		0	2	2	2	2	2	9	1	2	2	2	2	2	2	1	2	1	2	9	1		1	4	IVR	2	1	518	1	3	2		2	4	1	1	1	4	1	4	2	1			1	1	4	4	SURRY
5184	2020-04-18	1	1	0.573737	3	78	1	2	9	0		2		0	1					9	2	2	2	2	1	2	2	1	0	1	2	9	1		1	4	IVR	2	1	517	1	5	2	3	2	4	2	1	2	5	1	1	4	1	1	3	3	1	5	5	RICHMOND
5185	2020-04-18	1	1	1.48287	4	44	2	6	2	0		2	2																0	1	3	2	1				IVR	2	1	517	2	5	3			2		4										2	5	1	MECKLENBURG
5186	2020-04-18	1	1	0.54757	7	71	1	2	9	0		2		0	1	2	2	2	1	9	1	9	2	2	2	2	2	1	1	1	2	9	1		1	4	IVR	2	1	560	1	5	2	3	1	5	1	3	1	4	1	4	2	1	1	2	1	1	5	4	NASH
1826	2020-04-18	1	1	0.669297	3	59	1	2					0																0	1	2						IVR	1	1	560	5	5	1	5	3	4	2	5	5	3	3	3	3	1	1	5	4	1	1	2	FRANKLIN
5187	2020-04-18	1	1	1.50528	3	55	1	2	9	1	1	1		7	2	2	1	2	2	4	1	2	2	2	2	2	2	1	2	1	2	9	2	2	4	3	IVR	2	1	517	3	5	1	2	2	4	1	2	1	4	1	3	3	1	1	3	2	1	3	1	CALDWELL
5188	2020-04-18	1	1	0.267293	4	69	1	3	9	0		2		0	1					9	1	2	2	1	1	1	2	1	1	1	2	9	1		1	4	IVR	2	1	517	5	5	1	5	5	3	4	5	5	2	2	3	1	1	1	5	5	2	1	4	MECKLENBURG
5189	2020-04-18	1	1	1.16213	4	46	1	4	9	3	3	1		0	1	2	2	2	2	9	1	2	9	2	1	2	2	1	0	1	3	9	2	2	1	4	IVR	2	1	544	4	5	3	3	3	2	1	3	2	4	2	4	3	1	1	2	4	1	2	1	PASQUOTANK
5190	2020-04-18	2		0.304422	4	99	2	2	9	0		2		0	2	2	2	2	2	9	1	2	2	2	1	1	2	9	1	9	2	9	1		1	4	IVR	2																							
5191	2020-04-18	1	1	0.82102	3	63	2	1	0	0		2		0	2	2	2	2	2	9	1	2	2	2	1	1	2	1	2	1	2	9	1		1	4	IVR	2	1	560	5	5	1	4	5	2	3	5	5	2	2	4	2	1	1	5	5	2	1	2	WAKE
5192	2020-04-18	1	1	6.03178	4	18	1						0																0	1							IVR	2	1	517	1	4	2			4		2										1	4	1	IREDELL
5193	2020-04-18	1	1	0.703798	2	92	2	9	9																				0	1	4	9					IVR	2	1	517	5	3	1	3	2	3	2	2	3	3	2	4	2	1	1	5	2	1	1	5	ROWAN
5194	2020-04-18	1	1	0.484126	2	75	1	2	9	0		2		1	2	2				9	1	2	3	2	1	2	2	1	1	1	2	9	1		2	4	IVR	2	1	518	1	5	2	3	1	4	1	2	1	3	1	5	2	1	1	1	1	1	5	5	FORSYTH
5195	2020-04-18	1	1	0.484126	3	76	1	2	9	3	3	9		0	1					9	1	2	2	3	2	2	2		2	1	2	9	2	2	1	4	IVR	2	1	518	1	5	2	2	1	4	1	2	1	5	1	2	3	1	1	2	2	1	5	4	RANDOLPH
5196	2020-04-18	1	1	0.253138	3	75	2	2	9	1	0	2		0	2	2	2	2	2	9	1	2	9	2	1	1	2	1	1	1	2	9	2	1	1	4	IVR	2	1	550	2	5	3		3	2	2	4	3	3	2	3	1	1			3	1	4	5	BRUNSWICK
5197	2020-04-18	1	1	0.276673	4	70	2	2	9	0		2		0	2	2	2	2		5	1	2	9	2	2	1	2	1	1	1	2	9	1		1	3	IVR	2	1	518	1	5	2	2	2	4	1	4	1	4	1	3	2	1	1	1	2	1	5	4	GUILFORD
860	2020-04-18	1	1	1.50528	4	54	1	1	9	3	2	2		2	2	2	2	2	2	9	1	2	2	4	1	2	2	1	1	1	2	9	2	2	2	4	IVR	1	1	517	1	5	2	2	2	4	1	3	1	5	1	2	4	1	1	1	2	2	5	1	ASHE
5198	2020-04-18	1	1	0.304422	3	76	2	2	9	1	1	2		1	1	2	2	2	2	3	1	2	2	1	1	1	2	2	1	2	2	9	2	2	2	2	IVR	2	2	560	5	5	1	3	2	5	2	3	3	3	2	4	2	1	1	5	3	1	1	5	DURHAM
5199	2020-04-18	1	1	1.16213	2	56	1	3	1	0		2	2																0	1	2	1	1				IVR	2	1	545	1	5	2	2	2	4	1	3	1	5	1	4	2	1	1	1	2	1	5	1	LENOIR
5200	2020-04-18	1	1	0.573737	1	72	1	2	0	5	4	2		0	1	4				9	1	2	9	1	1	2	2	1	1	1	2	9	3	3	1	4	IVR	2	1	517	5	5	1	3	3	3	2	1	3	2	2	3	2	1	1	5	3	1	1	5	GASTON
5201	2020-04-18	2		0.206359	3	66	1	4	9	0		2		0	1					9	1	9	9	1	1	1	2	1	1	1	3	9	1		1	4	IVR	2																							
5202	2020-04-18	1	1	0.206359	4	74	1	2	9	1	1	2		1	1	2	2	2	2	9	1	2	2	2	2	1	2	1	1	1	2	9	2	2	2	4	IVR	2	1	567	5	5	1	4	5	3	3	5	5	2	2	3	2	1	1	5	4	1	1	4	BUNCOMBE
2723	2020-04-18	1	1	0.669297	4	56	1	6	1	0		2	2	0	1	2	2	2	2	9	1	2	2	2	1	1	2	1	1	1	3	1	1		1	4	IVR	1	1	560	5	5	3	3	3	4	1	5	3	4	2	4	2	1	1	3	2	1	2	1	MOORE
5203	2020-04-18	1	1	0.484126	4	75	1	2	9	0		2		0	2	2	2	2	2	9	1	2	2	2	1	2	2	1	2	1	2	9	1		1	4	IVR	2	1	518	5	5	1	3	3	2	2	1	1	4	1	3	2	1	1	1	3	1	1	4	DAVIDSON
1931	2020-04-18	1	1	0.532681	3	65	1	2	9	0		2		0	2	2	2	2	2	9	1	2	9	2	2	2	2	2	1	2	2	9	1		1	4	IVR	1	2	560	5	5	1	3	5	3	4	4	5	2	2	4	2	1	2	5	5	1	1	2	WAKE
5204	2020-04-18	1	1	0.206359	3	73	1	1	0	1	6																		0	1	2	9	2	3			IVR	2	1	550	1	5	2	3	2	5	1	5	2	4	1	3	2	1	1	1	1	1	5	5	BRUNSWICK
5205	2020-04-18	2		2.59473	3	38	1	6	3	2	2	2	1	0	1	2	2	2	1	5	1	2	9	2	2	2	2	1	1	1	3	3	2	2	1	3	IVR	2																							
5206	2020-04-18	2		1.16213	3	51	1	4	1	1	1	2	1	0	1	2	2	2	2	8	1	2	1	1	2	2	2	1	1	1	3	1	2	2	1	4	IVR	2																							
5207	2020-04-18	2		0.669297	3	45	1	2	9	0		1		2	1	1	2	1	2	7	2	2	2	3	1	1	2	1	0	1	2	9	1		2	4	IVR	2																							
5208	2020-04-18	1	1	0.671699	3	72	2		0	0		2		1	1					5	1	2	2	1	1	2	2	1	1	1		9	1		2	3	IVR	2	1	560	1	5	2	2	1	5	1	1	1	5	1	1	4	1	1	1	1	1	5	4	WAYNE
5209	2020-04-18	2		0.651097	3	54	1	3	1	0		2	2	0	2	1	1			3	1	2	9	2	2	1	2	3	1	3	2	1	1		1	2	IVR	2																							
5210	2020-04-18	1	2	0.327885	3	84	2	2	9	4																			0	1	2	9	3				IVR	2	1	517	4		3		3	2	2	4	4	2	2	4					3	1	3	3	
5211	2020-04-18	2		0.206359	2	69	1	2	9	0		2		0	2	2	2	2	2	3	1	2	9	2	1	1	2	1	2	1	2	9	1		1	2	IVR	2																							
5212	2020-04-18	1	1	0.54757	2	81	1						0																0	1							IVR	2	1	560	4	5	1	3	2	3	2	2	3	2	1	3	2	1	1	5	2	1	2	4	VANCE
5213	2020-04-18	1	1	0.54757	2	82	1						0																0	1							IVR	2	1	560	5	5	1	3	1	4	1	1	1	5	1	2	4	1	1	5	2	1	1	5	SAMPSON
5214	2020-04-18	1	1	0.591749	4	56	1	1	9	2	2	2		0	1	2	2	2	2	8	1	2	9						0	1	2	9	2	2	1	4	IVR	2	1	518	5	5	1	3	4	3	2	4	3	2	1	4	2	1	1	5	3	2	1	1	GUILFORD
5215	2020-04-18	1	1	0.593873	3	77	2						0																0	1							IVR	2	1	518	1	5	2	3	1	5	1	2	1	5	1	3	3	1	1	1	2	1	4	4	YADKIN
